alert_id,review_priority,review_status,metric_name,service_date,hour_of_day,PULocationID,pickup_borough,pickup_zone,current_trip_count,observed_value,baseline_value,robust_z,relative_deviation,direction,investigation_prompt,interpretation_boundary,reviewer,review_notes,disposition
a_20b7cff4e68d4424,high,pending,median_fare_per_mile,2026-01-01,1,114,Manhattan,Greenwich Village South,184,10.695378634523372,5.9976611617026565,10.380402432020702,0.7832582311947572,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_16ee8cfc1561638c,high,pending,trip_volume,2026-01-01,1,114,Manhattan,Greenwich Village South,184,184.0,33.5,33.83695310040919,4.492537313432836,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_e83869dab684ef6e,high,pending,trip_volume,2026-01-01,2,114,Manhattan,Greenwich Village South,197,197.0,17.5,30.26777283151221,10.257142857142858,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1368dd42571a055a,high,pending,trip_volume,2026-01-01,3,114,Manhattan,Greenwich Village South,177,177.0,6.0,76.89194658033185,28.5,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_7172bdaf891e8e44,high,pending,trip_volume,2026-01-01,4,114,Manhattan,Greenwich Village South,94,94.0,2.5,91.5,36.6,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_12c0b85274c9d03e,high,pending,trip_volume,2026-01-01,0,137,Manhattan,Kips Bay,136,136.0,34.0,13.759611493322543,3.0,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_7060825030f1844a,high,pending,trip_volume,2026-01-01,1,137,Manhattan,Kips Bay,219,219.0,16.0,203.0,12.6875,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_dbb90bea25ce917d,high,pending,trip_volume,2026-01-01,2,137,Manhattan,Kips Bay,136,136.0,10.0,126.0,12.6,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_0e10d7340ecdd4d6,high,pending,trip_volume,2026-01-01,3,137,Manhattan,Kips Bay,94,94.0,8.5,23.067583974099556,10.058823529411764,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_8deb32a3699e109d,high,pending,trip_volume,2026-01-01,4,137,Manhattan,Kips Bay,77,77.0,4.0,73.0,18.25,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_cde854bbbb7b1ba4,high,pending,trip_volume,2026-01-01,0,140,Manhattan,Lenox Hill East,99,99.0,21.0,26.305139619587212,3.7142857142857144,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_460acc8c6d4eb640,high,pending,trip_volume,2026-01-01,1,140,Manhattan,Lenox Hill East,93,93.0,7.5,57.66895993524889,11.4,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_97a5405de0f3c135,high,pending,trip_volume,2026-01-01,0,141,Manhattan,Lenox Hill West,228,228.0,25.0,203.0,8.12,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_db679ccb9e8a35c1,high,pending,trip_volume,2026-01-01,1,141,Manhattan,Lenox Hill West,262,262.0,15.0,166.599217590719,16.466666666666665,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_655ed16eaed116aa,high,pending,trip_volume,2026-01-01,2,141,Manhattan,Lenox Hill West,151,151.0,10.0,31.701065695399972,14.1,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_894fd78075aa3bea,high,pending,trip_volume,2026-01-01,3,141,Manhattan,Lenox Hill West,84,84.0,9.0,20.23472278429786,8.333333333333334,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_ba2660da1afe6610,high,pending,trip_volume,2026-01-01,0,142,Manhattan,Lincoln Square East,353,353.0,36.5,60.99323582124068,8.67123287671233,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_d963241f6c55b01b,high,pending,trip_volume,2026-01-01,1,142,Manhattan,Lincoln Square East,278,278.0,11.0,120.05935518683394,24.272727272727273,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_2f070549e888e7bb,high,pending,trip_volume,2026-01-01,2,142,Manhattan,Lincoln Square East,124,124.0,5.0,119.0,23.8,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_c455eeb24e2a2cfd,high,pending,trip_volume,2026-01-01,0,143,Manhattan,Lincoln Square West,93,93.0,7.5,57.66895993524889,11.4,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_cc5833e3577ba4a8,high,pending,trip_volume,2026-01-01,1,143,Manhattan,Lincoln Square West,124,124.0,4.5,80.60164575745313,26.555555555555557,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_fabff28bbbc1ab34,high,pending,trip_volume,2026-01-01,0,144,Manhattan,Little Italy/NoLiTa,122,122.0,34.0,13.190041518653418,2.588235294117647,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_e7ceff25c6428bfe,high,pending,gross_fare_per_trip,2026-01-01,1,144,Manhattan,Little Italy/NoLiTa,121,48.01719008264463,21.60363777089783,26.413552311746802,1.2226437321277617,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_989a2ed6fac3c948,high,pending,trip_volume,2026-01-01,1,144,Manhattan,Little Italy/NoLiTa,121,121.0,18.0,27.789019290435725,5.722222222222222,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_2aae99b29bace247,high,pending,trip_volume,2026-01-01,2,144,Manhattan,Little Italy/NoLiTa,120,120.0,11.0,36.75974639147444,9.909090909090908,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_41fcd2d5e7ffa814,high,pending,trip_volume,2026-01-01,3,144,Manhattan,Little Italy/NoLiTa,171,171.0,8.5,36.53491613831557,19.11764705882353,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_484021fe3401f1dd,high,pending,trip_volume,2026-01-01,4,144,Manhattan,Little Italy/NoLiTa,89,89.0,6.5,18.548495885606368,12.692307692307692,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_284f53676e770b13,high,pending,trip_volume,2026-01-01,3,145,Queens,Long Island City/Hunters Point,75,75.0,1.5,73.5,49.0,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_f0a56a000a25af95,high,pending,trip_volume,2026-01-01,0,148,Manhattan,Lower East Side,260,260.0,48.0,21.99877553985203,4.416666666666667,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_60d08abe8e594a83,high,pending,gross_fare_per_trip,2026-01-01,1,148,Manhattan,Lower East Side,312,49.38586538461538,24.73707995951417,15.11001758421241,0.9964306808015552,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_b36f3ea8bba77d40,high,pending,trip_volume,2026-01-01,1,148,Manhattan,Lower East Side,312,312.0,40.5,26.160605885413656,6.703703703703703,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_a4559fc111bf553d,high,pending,trip_volume,2026-01-01,2,148,Manhattan,Lower East Side,256,256.0,23.5,52.273033859436126,9.893617021276595,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_16dd2b77e0a7db08,high,pending,trip_volume,2026-01-01,3,148,Manhattan,Lower East Side,301,301.0,18.0,283.0,15.722222222222221,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_72a20605f05af94e,high,pending,trip_volume,2026-01-01,4,148,Manhattan,Lower East Side,226,226.0,13.0,26.121187594275415,16.384615384615383,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_5b1f8762341507b7,high,pending,trip_volume,2026-01-01,5,148,Manhattan,Lower East Side,96,96.0,4.0,92.0,23.0,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_8d3b586675904843,high,pending,trip_volume,2026-01-01,0,151,Manhattan,Manhattan Valley,89,89.0,10.0,35.52317999910068,7.9,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_7888d14512db4a03,high,pending,trip_volume,2026-01-01,1,151,Manhattan,Manhattan Valley,83,83.0,3.5,79.5,22.714285714285715,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_6e69271c5690e73a,high,pending,trip_volume,2026-01-01,0,158,Manhattan,Meatpacking/West Village West,170,170.0,20.5,18.33388518940927,7.2926829268292686,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_ae5c8ab1221c42e7,high,pending,trip_volume,2026-01-01,1,158,Manhattan,Meatpacking/West Village West,127,127.0,11.0,39.12046404964252,10.545454545454545,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_72a6163a4541ac26,high,pending,trip_volume,2026-01-01,2,158,Manhattan,Meatpacking/West Village West,89,89.0,9.5,21.44880615135573,8.368421052631579,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_893dcae51c730784,high,pending,trip_volume,2026-01-01,3,158,Manhattan,Meatpacking/West Village West,98,98.0,10.5,39.345294302801385,8.333333333333334,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_d165a5cf5cdd3f7e,high,pending,trip_volume,2026-01-01,0,161,Manhattan,Midtown Center,261,261.0,84.5,19.841269841269842,2.088757396449704,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_e2ca273e5bf78cf3,high,pending,trip_volume,2026-01-01,1,161,Manhattan,Midtown Center,255,255.0,24.0,28.328611898017,9.625,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_16a267f51010ccc7,high,pending,trip_volume,2026-01-01,2,161,Manhattan,Midtown Center,162,162.0,8.5,153.5,18.058823529411764,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_d46d14158d8da2ae,high,pending,trip_volume,2026-01-01,0,162,Manhattan,Midtown East,142,142.0,39.0,15.438344050242069,2.641025641025641,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_7c889262c3efaa60,high,pending,trip_volume,2026-01-01,1,162,Manhattan,Midtown East,177,177.0,22.0,34.848689239624086,7.045454545454546,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_0eea469c900169d6,high,pending,trip_volume,2026-01-01,2,162,Manhattan,Midtown East,105,105.0,13.5,41.14393632807231,6.777777777777778,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_f0bf8dadf541ff3e,high,pending,trip_volume,2026-01-01,0,163,Manhattan,Midtown North,148,148.0,44.0,20.042011138733113,2.3636363636363638,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_3027e81f195dd923,high,pending,trip_volume,2026-01-01,1,163,Manhattan,Midtown North,116,116.0,15.0,34.06178335356806,6.733333333333333,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_99b34918aee2216d,high,pending,trip_volume,2026-01-01,2,163,Manhattan,Midtown North,105,105.0,10.0,21.35887405009218,9.5,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
a_1cd5d349ccb8205f,high,pending,trip_volume,2026-01-01,1,164,Manhattan,Midtown South,208,208.0,26.5,30.605018211250506,6.849056603773585,high,Review source records and operational context for this zone-hour deviation.,"Investigation prompt only. This alert does not establish cause, fraud, fault, or a prescribed action.","","",""
